32774.0	43236.0
32783.0	37201.0
65570.0	72129.0
42.0	76418.0
42.0	77160.0
42.0	2762.0
42.0	122512.0
42.0	74385.0
42.0	12887.0
42.0	74682.0
44.0	11784.0
44.0	72129.0
44.0	11125.0
32817.0	37201.0
55.0	25826.0
59.0	30681.0
59.0	55639.0
32829.0	98639.0
32833.0	37756.0
32833.0	39898.0
32833.0	110564.0
72.0	15175.0
98316.0	104655.0
32843.0	37615.0
32846.0	33939.0
81.0	23068.0
81.0	115466.0
81.0	72716.0
81.0	26205.0
84.0	56882.0
32879.0	43236.0
112.0	43771.0
125.0	58352.0
125.0	3314.0
125.0	66781.0
131.0	49738.0
131.0	5987.0
142.0	60001.0
145.0	4072.0
145.0	3354.0
145.0	64723.0
145.0	5980.0
65688.0	72804.0
162.0	107969.0
162.0	45442.0
162.0	15175.0
162.0	4300.0
162.0	39052.0
162.0	98639.0
162.0	1366.0
172.0	38792.0
172.0	60001.0
172.0	17392.0
172.0	6037.0
172.0	6886.0
32944.0	38402.0
181.0	103933.0
181.0	8439.0
183.0	11161.0
183.0	54846.0
185.0	28200.0
185.0	29112.0
32967.0	36031.0
223.0	11161.0
228.0	124061.0
65772.0	66820.0
242.0	3791.0
245.0	3791.0
33015.0	33827.0
253.0	26601.0
253.0	18677.0
65804.0	67943.0
276.0	65388.0
277.0	19810.0
5509.0	17663.0
33059.0	38524.0
33059.0	103396.0
33061.0	48654.0
33067.0	37201.0
306.0	2301.0
65868.0	66820.0
33110.0	49032.0
33114.0	33939.0
33116.0	33175.0
33117.0	35360.0
357.0	45754.0
357.0	40796.0
357.0	17229.0
359.0	101092.0
76519.0	105680.0
365.0	18050.0
365.0	2227.0
365.0	24199.0
365.0	20522.0
365.0	23415.0
365.0	54285.0
365.0	39729.0
365.0	7187.0
365.0	6612.0
365.0	55255.0
365.0	6967.0
365.0	7064.0
365.0	54329.0
365.0	6490.0
365.0	12316.0
380.0	1465.0
33159.0	40155.0
394.0	57990.0
394.0	74022.0
394.0	74539.0
394.0	78029.0
394.0	4370.0
394.0	76499.0
394.0	76506.0
394.0	74012.0
394.0	76255.0
399.0	8508.0
417.0	21060.0
417.0	2301.0
430.0	20240.0
430.0	99714.0
430.0	10285.0
430.0	18454.0
430.0	1495.0
33199.0	37201.0
436.0	18596.0
436.0	54846.0
4379.0	5262.0
443.0	641.0
443.0	15974.0
443.0	31495.0
443.0	98856.0
443.0	54028.0
443.0	68749.0
443.0	12542.0
443.0	8376.0
443.0	27961.0
443.0	8410.0
443.0	22046.0
443.0	4479.0
33213.0	107723.0
458.0	103933.0
458.0	58142.0
468.0	22722.0
468.0	56882.0
469.0	13799.0
474.0	7818.0
474.0	3791.0
75304.0	107893.0
488.0	61235.0
491.0	7086.0
33269.0	41900.0
509.0	33175.0
510.0	12542.0
75305.0	107893.0
66059.0	66789.0
33304.0	43236.0
33308.0	40155.0
543.0	26459.0
66088.0	68980.0
33321.0	37922.0
555.0	58680.0
555.0	10977.0
555.0	102922.0
555.0	1554.0
555.0	58535.0
556.0	74401.0
556.0	74402.0
556.0	5139.0
556.0	27740.0
556.0	51446.0
579.0	15424.0
579.0	17180.0
579.0	38524.0
579.0	19182.0
580.0	58182.0
580.0	20710.0
580.0	46997.0
580.0	8477.0
580.0	20254.0
580.0	65183.0
586.0	106875.0
586.0	27883.0
586.0	64879.0
586.0	55792.0
586.0	1495.0
586.0	99161.0
586.0	23707.0
586.0	53375.0
601.0	30681.0
611.0	8410.0
626.0	5120.0
626.0	2766.0
626.0	5583.0
626.0	626.0
626.0	6259.0
626.0	1495.0
626.0	1625.0
627.0	5984.0
627.0	11814.0
627.0	5543.0
627.0	56555.0
627.0	9549.0
627.0	54126.0
627.0	15565.0
627.0	16112.0
627.0	54804.0
627.0	21742.0
627.0	59322.0
638.0	76440.0
33407.0	107969.0
641.0	5249.0
641.0	4072.0
641.0	48073.0
641.0	50988.0
641.0	65388.0
641.0	4878.0
641.0	20687.0
641.0	5624.0
33413.0	35866.0
33416.0	33939.0
662.0	103810.0
662.0	9053.0
33431.0	35858.0
665.0	15179.0
684.0	36629.0
33454.0	88620.0
697.0	24194.0
697.0	83947.0
697.0	24804.0
697.0	108837.0
697.0	18183.0
697.0	11274.0
697.0	10155.0
697.0	72642.0
697.0	50830.0
697.0	110159.0
697.0	21171.0
697.0	16342.0
697.0	105818.0
697.0	18042.0
697.0	75518.0
123097.0	123411.0
33471.0	34309.0
33471.0	37768.0
33471.0	104655.0
33471.0	42312.0
33471.0	36155.0
33471.0	46405.0
708.0	2090.0
709.0	5026.0
66253.0	82639.0
721.0	20331.0
721.0	14957.0
735.0	1364.0
735.0	11237.0
735.0	18501.0
737.0	9269.0
33512.0	48965.0
746.0	45345.0
757.0	58182.0
757.0	66253.0
757.0	17039.0
757.0	47825.0
757.0	63097.0
757.0	27119.0
757.0	58142.0
762.0	4400.0
762.0	20681.0
762.0	5124.0
764.0	15179.0
765.0	15179.0
770.0	4400.0
770.0	76557.0
772.0	4098.0
772.0	4072.0
772.0	2539.0
772.0	45442.0
772.0	8974.0
772.0	4562.0
772.0	5371.0
33544.0	33668.0
778.0	20837.0
779.0	13549.0
780.0	58232.0
783.0	7828.0
783.0	110294.0
66324.0	84587.0
818.0	111680.0
818.0	27822.0
818.0	2022.0
818.0	15015.0
5598.0	21060.0
5598.0	13799.0
5598.0	30888.0
5598.0	53196.0
5598.0	6222.0
5598.0	10863.0
5598.0	55639.0
33596.0	107969.0
33596.0	106804.0
5601.0	6242.0
5601.0	11786.0
849.0	10408.0
849.0	3411.0
851.0	111328.0
851.0	10408.0
33626.0	37284.0
864.0	4904.0
864.0	28825.0
33635.0	38461.0
33638.0	49029.0
32913.0	37768.0
32913.0	46405.0
872.0	2310.0
71145.0	116586.0
33668.0	36286.0
911.0	12560.0
911.0	45202.0
911.0	1994.0
911.0	1863.0
916.0	5408.0
916.0	5682.0
916.0	6338.0
916.0	5935.0
33688.0	41660.0
110235.0	112211.0
933.0	6222.0
117873.0	122244.0
944.0	76818.0
944.0	106910.0
949.0	17393.0
949.0	19414.0
954.0	56304.0
954.0	110783.0
33729.0	41651.0
965.0	4290.0
966.0	24420.0
985.0	73761.0
985.0	16338.0
985.0	8806.0
985.0	67373.0
985.0	81750.0
986.0	11125.0
33760.0	72461.0
33768.0	37768.0
1009.0	3833.0
1009.0	92243.0
1009.0	92235.0
1009.0	4326.0
1020.0	22403.0
1027.0	76610.0
1027.0	28581.0
1027.0	5998.0
33804.0	39052.0
33804.0	36031.0
33817.0	38461.0
1065.0	20263.0
1065.0	98057.0
1065.0	13162.0
1065.0	5139.0
1065.0	58420.0
1065.0	53814.0
1065.0	33176.0
1065.0	51707.0
1069.0	16338.0
1072.0	2090.0
1080.0	15153.0
1094.0	4540.0
1096.0	64139.0
1096.0	12519.0
99404.0	111783.0
1107.0	9773.0
1113.0	4749.0
1121.0	84264.0
1137.0	69241.0
1144.0	63097.0
1144.0	4380.0
54804.0	59322.0
1150.0	55639.0
1151.0	6242.0
1154.0	12542.0
33925.0	108239.0
1163.0	17041.0
1163.0	25826.0
1163.0	13821.0
1163.0	1881.0
1166.0	9495.0
1178.0	7505.0
1181.0	18501.0
66743.0	68980.0
33980.0	33980.0
1227.0	3927.0
1227.0	4511.0
1227.0	4222.0
1227.0	1574.0
1227.0	4823.0
1229.0	8560.0
1232.0	47106.0
34011.0	38980.0
34011.0	37284.0
34011.0	98639.0
34011.0	43236.0
34011.0	108862.0
34011.0	36031.0
34013.0	41830.0
1250.0	102853.0
1250.0	19977.0
1250.0	18095.0
1250.0	48083.0
1250.0	24756.0
1250.0	8983.0
1250.0	103933.0
34031.0	42836.0
34031.0	106543.0
